transaction_id,customer_id,transaction_ts,amount,currency,merchant,category,payment_method,status
T0002099,C0215,2025-01-30 21:27:54,94.74,USD,StreamFlix,FUEL,CASH,APPROVED
T0002100,C0178,2025-08-10 04:59:51,139.28,USD,MetroWater,FUEL,MOBILE_WALLET,APPROVED
T0002101,C0121,2025-09-23 22:59:14,145.57,USD,OnlineHub,HEALTHCARE,WIRE,APPROVED
T0002102,C0017,2024-08-21 11:23:52,127.68,USD,StreamFlix,DINING,WIRE,APPROVED
T0002103,C0238,2024-11-09 06:59:05,1361.75,USD,MetroWater,HEALTHCARE,ACH,APPROVED
T0002104,C0212,2025-03-10 23:59:51,781.33,USD,DineTime,HEALTHCARE,WIRE,APPROVED
T0002105,C0049,2025-12-03 13:09:40,71.79,USD,CityRentals,SUBSCRIPTION,WIRE,APPROVED
T0002106,C0183,2024-06-26 04:16:03,87.41,USD,HealthPlus,FUEL,CASH,APPROVED
T0002107,C0186,2024-12-11 06:39:56,129.53,USD,HealthPlus,DINING,MOBILE_WALLET,APPROVED
T0002108,C0228,2025-08-04 16:42:52,453.12,USD,DineTime,ONLINE_SHOPPING,CASH,APPROVED
T0002109,C0138,2025-01-20 20:02:59,228.05,USD,MetroWater,HEALTHCARE,CARD,APPROVED
T0002110,C0101,2025-07-17 21:14:51,21.3,USD,StreamFlix,GROCERY,CASH,APPROVED
T0002111,C0211,2025-03-13 22:52:07,104.67,USD,DineTime,DINING,ACH,APPROVED
T0002112,C0126,2024-05-23 06:35:37,13.11,USD,DineTime,SUBSCRIPTION,CASH,APPROVED
T0002113,C0032,2024-10-11 03:54:45,1142.59,USD,Acme Mart,HEALTHCARE,CARD,APPROVED
T0002114,C0141,2025-11-07 20:37:41,47.58,USD,SkyTravel,FUEL,CASH,APPROVED
T0002115,C0016,2024-09-03 08:23:30,32.3,USD,MetroWater,GROCERY,WIRE,APPROVED
T0002116,C0057,2024-08-30 05:31:24,50.27,USD,StreamFlix,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0002117,C0006,2025-01-27 07:23:46,91.78,USD,HealthPlus,FUEL,ACH,APPROVED
T0002118,C0139,2025-09-20 09:49:13,6.31,USD,CityRentals,SUBSCRIPTION,CARD,APPROVED
T0002119,C0208,2025-04-15 22:11:42,153.85,USD,HealthPlus,ONLINE_SHOPPING,CASH,APPROVED
T0002120,C0043,2025-11-18 11:13:54,368.7,USD,StreamFlix,UTILITIES,CARD,APPROVED
T0002121,C0112,2024-04-12 02:59:07,69.57,USD,DineTime,SUBSCRIPTION,CASH,APPROVED
T0002122,C0105,2024-01-24 19:42:24,533.82,USD,DineTime,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0002123,C0196,2025-06-20 12:27:44,45.0,USD,OnlineHub,DINING,CASH,APPROVED
T0002124,C0083,2025-09-13 07:28:51,127.26,USD,MetroWater,GROCERY,CASH,APPROVED
T0002125,C0096,2025-02-17 07:32:29,287.31,USD,MetroWater,UTILITIES,CASH,APPROVED
T0002126,C0056,2024-08-24 13:48:54,536.37,USD,StreamFlix,HEALTHCARE,ACH,APPROVED
T0002127,C0154,2024-03-07 16:27:56,1152.98,USD,MetroWater,ONLINE_SHOPPING,ACH,APPROVED
T0002128,C0183,2025-05-17 15:53:05,100.27,USD,FuelGo,GROCERY,WIRE,APPROVED
T0002129,C0186,2024-08-22 09:47:54,1091.48,USD,SkyTravel,ONLINE_SHOPPING,CASH,APPROVED
T0002130,C0094,2025-10-22 18:49:46,98.31,USD,CityRentals,DINING,ACH,APPROVED
T0002131,C0154,2024-08-22 03:16:32,123.42,USD,Acme Mart,FUEL,CASH,APPROVED
T0002132,C0182,2025-06-21 09:17:22,55.1,USD,PowerGrid,UTILITIES,CARD,APPROVED
T0002133,C0116,2024-07-09 08:20:27,131.4,USD,DineTime,UTILITIES,WIRE,APPROVED
T0002134,C0105,2025-09-27 01:53:54,37.49,USD,SkyTravel,DINING,ACH,APPROVED
T0002135,C0147,2024-08-29 00:37:32,129.53,USD,OnlineHub,UTILITIES,CASH,DECLINED
T0002136,C0207,2024-10-02 06:30:26,1827.77,USD,SkyTravel,TRAVEL,CARD,APPROVED
T0002137,C0137,2024-06-05 19:25:47,2669.74,USD,PowerGrid,RENT,WIRE,APPROVED
T0002138,C0239,2024-10-05 18:41:12,113.35,USD,Acme Mart,UTILITIES,WIRE,APPROVED
T0002139,C0209,2024-02-19 17:04:41,127.72,USD,Acme Mart,GROCERY,CASH,APPROVED
T0002140,C0040,2024-10-12 16:50:08,111.93,USD,MetroWater,UTILITIES,WIRE,APPROVED
T0002141,C0063,2025-09-12 01:32:20,214.3,USD,SkyTravel,ONLINE_SHOPPING,ACH,APPROVED
T0002142,C0018,2025-05-16 14:22:55,45.09,USD,StreamFlix,ENTERTAINMENT,CASH,APPROVED
T0002143,C0141,2025-06-16 12:53:11,111.67,USD,PowerGrid,FUEL,CASH,PENDING
T0002144,C0202,2025-02-21 06:04:35,48.31,USD,DineTime,SUBSCRIPTION,WIRE,APPROVED
T0002145,C0129,2025-01-11 10:51:57,155.86,USD,Acme Mart,ONLINE_SHOPPING,ACH,APPROVED
T0002146,C0030,2024-01-25 11:27:08,72.81,USD,DineTime,SUBSCRIPTION,CASH,APPROVED
T0002147,C0125,2024-05-30 16:22:54,2263.42,USD,HealthPlus,TRAVEL,CASH,APPROVED
T0002148,C0222,2024-05-25 00:35:46,64.29,USD,CityRentals,SUBSCRIPTION,WIRE,APPROVED
T0002149,C0231,2025-12-30 16:56:15,2715.81,USD,StreamFlix,TRAVEL,CASH,APPROVED
T0002150,C0096,2024-05-29 23:18:09,1416.73,USD,DineTime,TRAVEL,CARD,APPROVED
T0002151,C0237,2025-01-30 23:47:26,1509.0,USD,Acme Mart,RENT,WIRE,APPROVED
T0002152,C0224,2025-07-18 17:22:15,28.05,USD,StreamFlix,ENTERTAINMENT,WIRE,APPROVED
T0002153,C0011,2025-06-02 06:02:30,85.97,USD,FuelGo,ONLINE_SHOPPING,ACH,APPROVED
T0002154,C0003,2025-06-05 07:57:44,1150.25,USD,PowerGrid,RENT,WIRE,APPROVED
T0002155,C0162,2025-09-19 16:45:31,61.98,USD,OnlineHub,FUEL,CASH,APPROVED
T0002156,C0089,2025-08-22 04:29:20,29.49,USD,FuelGo,SUBSCRIPTION,CARD,APPROVED
T0002157,C0227,2025-07-15 20:37:12,911.4,USD,DineTime,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0002158,C0130,2025-03-26 23:07:37,3196.75,USD,CityRentals,RENT,CASH,APPROVED
T0002159,C0069,2024-10-09 14:21:34,74.04,USD,HealthPlus,UTILITIES,CARD,APPROVED
T0002160,C0057,2025-08-05 07:03:03,15.78,USD,Acme Mart,GROCERY,ACH,APPROVED
T0002161,C0107,2024-08-03 00:01:14,182.23,USD,MetroWater,UTILITIES,WIRE,PENDING
T0002162,C0017,2024-08-12 17:03:01,346.36,USD,StreamFlix,UTILITIES,CASH,APPROVED
T0002163,C0235,2025-04-15 12:28:43,371.43,USD,OnlineHub,UTILITIES,CARD,APPROVED
T0002164,C0158,2024-12-04 22:59:35,1277.38,USD,StreamFlix,HEALTHCARE,MOBILE_WALLET,APPROVED
T0002165,C0171,2025-08-31 08:55:51,794.8,USD,MetroWater,HEALTHCARE,MOBILE_WALLET,APPROVED
T0002166,C0058,2024-11-03 18:09:48,111.3,USD,StreamFlix,GROCERY,WIRE,DECLINED
T0002167,C0250,2024-09-20 03:52:38,20.13,USD,MetroWater,ENTERTAINMENT,WIRE,APPROVED
T0002168,C0211,2024-06-05 03:35:23,230.91,USD,HealthPlus,UTILITIES,ACH,APPROVED
T0002169,C0179,2024-12-05 10:53:21,80.82,USD,DineTime,FUEL,CASH,APPROVED
T0002170,C0021,2024-02-28 15:51:38,529.21,USD,OnlineHub,TRAVEL,CARD,APPROVED
T0002171,C0104,2025-01-14 04:18:16,50.44,USD,OnlineHub,ENTERTAINMENT,CARD,APPROVED
T0002172,C0079,2025-02-19 15:39:34,1485.23,USD,OnlineHub,TRAVEL,CASH,APPROVED
T0002173,C0218,2025-09-04 11:54:39,895.08,USD,MetroWater,TRAVEL,ACH,APPROVED
T0002174,C0152,2024-01-09 05:27:46,256.69,USD,SkyTravel,ENTERTAINMENT,CARD,APPROVED
T0002175,C0139,2024-01-03 17:09:22,150.33,USD,SkyTravel,ENTERTAINMENT,ACH,PENDING
T0002176,C0046,2024-03-30 01:28:19,37.7,USD,FuelGo,GROCERY,WIRE,APPROVED
T0002177,C0043,2024-02-10 22:22:05,69.38,USD,Acme Mart,DINING,MOBILE_WALLET,APPROVED
T0002178,C0001,2025-08-30 10:36:38,2379.15,USD,DineTime,TRAVEL,CASH,APPROVED
T0002179,C0158,2025-04-18 22:04:11,20.04,USD,MetroWater,FUEL,WIRE,APPROVED
T0002180,C0219,2024-08-17 10:19:44,35.69,USD,PowerGrid,DINING,CARD,APPROVED
T0002181,C0009,2025-01-02 18:31:39,256.39,USD,CityRentals,ENTERTAINMENT,CASH,APPROVED
T0002182,C0079,2024-08-28 11:15:43,132.43,USD,DineTime,DINING,CASH,APPROVED
T0002183,C0171,2024-02-07 02:53:34,323.72,USD,OnlineHub,HEALTHCARE,ACH,APPROVED
T0002184,C0016,2024-05-09 05:26:12,70.64,USD,CityRentals,SUBSCRIPTION,CARD,PENDING
T0002185,C0186,2025-05-08 15:51:00,1477.94,USD,FuelGo,RENT,WIRE,APPROVED
T0002186,C0105,2025-12-27 07:38:15,3031.7,USD,PowerGrid,RENT,MOBILE_WALLET,APPROVED
T0002187,C0230,2024-12-19 02:24:18,789.14,USD,FuelGo,ONLINE_SHOPPING,ACH,APPROVED
T0002188,C0013,2025-05-24 16:52:32,211.07,USD,StreamFlix,GROCERY,CASH,APPROVED
T0002189,C0169,2024-11-30 15:22:38,236.2,USD,FuelGo,ENTERTAINMENT,CASH,APPROVED
T0002190,C0169,2024-06-17 09:07:26,1437.52,USD,MetroWater,HEALTHCARE,ACH,APPROVED
T0002191,C0107,2024-05-23 08:44:20,1968.55,USD,FuelGo,RENT,ACH,APPROVED
T0002192,C0132,2025-03-03 01:23:59,42.15,USD,StreamFlix,SUBSCRIPTION,ACH,APPROVED
T0002193,C0198,2024-01-03 03:48:29,159.73,USD,FuelGo,GROCERY,MOBILE_WALLET,APPROVED
T0002194,C0124,2025-06-01 09:57:21,38.24,USD,CityRentals,FUEL,WIRE,APPROVED
T0002195,C0136,2024-07-20 15:50:08,267.43,USD,MetroWater,ENTERTAINMENT,MOBILE_WALLET,DECLINED
T0002196,C0198,2025-04-12 01:37:14,116.46,USD,MetroWater,GROCERY,MOBILE_WALLET,APPROVED
T0002197,C0073,2025-03-03 16:52:37,36.69,USD,MetroWater,HEALTHCARE,CARD,APPROVED
T0002198,C0235,2024-09-28 10:55:58,47.89,USD,FuelGo,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0002199,C0229,2024-01-05 19:19:25,205.1,USD,MetroWater,GROCERY,WIRE,APPROVED
T0002200,C0059,2025-03-16 01:44:20,59.34,USD,OnlineHub,GROCERY,ACH,APPROVED
T0002201,C0246,2025-07-13 15:10:24,2725.74,USD,StreamFlix,RENT,MOBILE_WALLET,APPROVED
T0002202,C0005,2025-05-23 21:07:24,131.6,USD,StreamFlix,FUEL,MOBILE_WALLET,APPROVED
T0002203,C0055,2025-02-02 20:24:59,102.58,USD,StreamFlix,FUEL,CARD,APPROVED
T0002204,C0186,2024-03-22 11:58:13,274.08,USD,HealthPlus,HEALTHCARE,CARD,APPROVED
T0002205,C0166,2024-09-21 06:09:14,2842.41,USD,Acme Mart,TRAVEL,CARD,APPROVED
T0002206,C0169,2024-07-27 05:58:03,136.0,USD,DineTime,DINING,ACH,DECLINED
T0002207,C0093,2025-12-09 19:58:36,2636.22,USD,StreamFlix,RENT,WIRE,PENDING
T0002208,C0164,2024-01-04 08:43:18,982.94,USD,CityRentals,RENT,CARD,APPROVED
T0002209,C0017,2025-05-27 19:27:50,193.2,USD,SkyTravel,DINING,CASH,APPROVED
T0002210,C0120,2024-12-30 03:21:02,27.09,USD,MetroWater,FUEL,WIRE,APPROVED
T0002211,C0091,2024-01-19 22:35:09,167.39,USD,HealthPlus,UTILITIES,MOBILE_WALLET,DECLINED
T0002212,C0206,2025-06-18 19:28:18,3181.1,USD,CityRentals,RENT,ACH,APPROVED
T0002213,C0050,2025-02-02 15:44:35,1189.38,USD,FuelGo,ONLINE_SHOPPING,CARD,APPROVED
T0002214,C0027,2025-09-27 23:12:36,118.62,USD,DineTime,FUEL,ACH,APPROVED
T0002215,C0124,2025-05-21 20:17:47,61.08,USD,SkyTravel,SUBSCRIPTION,ACH,APPROVED
T0002216,C0198,2024-02-07 16:29:23,467.79,USD,FuelGo,ONLINE_SHOPPING,ACH,DECLINED
T0002217,C0049,2025-03-01 00:16:14,144.88,USD,Acme Mart,GROCERY,WIRE,APPROVED
T0002218,C0249,2025-08-31 18:57:04,1294.39,USD,SkyTravel,HEALTHCARE,ACH,APPROVED
T0002219,C0144,2025-07-18 12:24:16,2222.93,USD,OnlineHub,RENT,CASH,APPROVED
T0002220,C0031,2025-03-11 10:41:03,65.81,USD,FuelGo,SUBSCRIPTION,ACH,APPROVED
T0002221,C0010,2025-01-23 05:34:18,931.79,USD,StreamFlix,RENT,ACH,APPROVED
T0002222,C0072,2025-05-25 11:13:40,1276.11,USD,SkyTravel,HEALTHCARE,MOBILE_WALLET,APPROVED
T0002223,C0190,2025-12-29 03:23:19,84.34,USD,Acme Mart,DINING,WIRE,APPROVED
T0002224,C0223,2025-01-06 04:07:40,373.94,USD,MetroWater,UTILITIES,MOBILE_WALLET,APPROVED
T0002225,C0025,2024-08-05 21:11:53,154.76,USD,FuelGo,DINING,CARD,APPROVED
T0002226,C0205,2025-07-17 19:42:30,1355.65,USD,StreamFlix,RENT,WIRE,APPROVED
T0002227,C0234,2025-07-13 10:49:15,2747.79,USD,PowerGrid,RENT,MOBILE_WALLET,APPROVED
T0002228,C0233,2024-02-11 11:21:20,102.11,USD,SkyTravel,FUEL,CASH,APPROVED
T0002229,C0236,2024-05-20 02:30:10,32.43,USD,FuelGo,ENTERTAINMENT,WIRE,APPROVED
T0002230,C0025,2025-01-04 14:46:53,5.3,USD,OnlineHub,SUBSCRIPTION,CARD,APPROVED
T0002231,C0139,2024-09-10 02:59:09,1434.28,USD,MetroWater,RENT,MOBILE_WALLET,DECLINED
T0002232,C0086,2024-01-18 17:07:25,90.35,USD,MetroWater,UTILITIES,CARD,APPROVED
T0002233,C0056,2024-01-06 19:02:27,84.36,USD,PowerGrid,UTILITIES,ACH,PENDING
T0002234,C0225,2024-03-01 15:38:44,117.45,USD,HealthPlus,DINING,CASH,APPROVED
T0002235,C0055,2024-05-19 14:43:41,55.02,USD,HealthPlus,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0002236,C0250,2025-09-23 04:32:17,35.87,USD,MetroWater,SUBSCRIPTION,WIRE,APPROVED
T0002237,C0181,2024-04-27 14:45:55,80.22,USD,MetroWater,ENTERTAINMENT,CASH,APPROVED
T0002238,C0152,2025-10-18 21:07:28,2253.02,USD,CityRentals,TRAVEL,MOBILE_WALLET,APPROVED
T0002239,C0031,2024-02-17 02:37:43,440.72,USD,Acme Mart,TRAVEL,ACH,PENDING
T0002240,C0176,2025-08-11 00:06:09,44.22,USD,HealthPlus,ENTERTAINMENT,WIRE,PENDING
T0002241,C0167,2024-07-30 16:16:38,2165.85,USD,Acme Mart,TRAVEL,CASH,APPROVED
T0002242,C0037,2025-02-24 13:47:20,295.24,USD,SkyTravel,UTILITIES,WIRE,APPROVED
T0002243,C0169,2024-05-29 07:31:43,105.24,USD,OnlineHub,FUEL,ACH,APPROVED
T0002244,C0100,2024-10-07 15:55:37,290.12,USD,HealthPlus,HEALTHCARE,CASH,APPROVED
T0002245,C0013,2024-03-02 16:42:08,5.6,USD,OnlineHub,DINING,ACH,APPROVED
T0002246,C0135,2024-10-13 06:26:47,44.75,USD,SkyTravel,DINING,WIRE,APPROVED
T0002247,C0110,2024-12-22 11:02:20,120.94,USD,PowerGrid,GROCERY,CARD,APPROVED
T0002248,C0165,2024-10-03 05:50:31,1375.56,USD,StreamFlix,TRAVEL,CASH,PENDING
T0002249,C0123,2025-10-22 17:41:28,1342.48,USD,CityRentals,TRAVEL,CARD,APPROVED
T0002250,C0099,2024-05-28 03:59:54,2960.15,USD,PowerGrid,TRAVEL,MOBILE_WALLET,APPROVED
T0002251,C0069,2025-06-12 11:17:40,787.82,USD,SkyTravel,HEALTHCARE,WIRE,APPROVED
T0002252,C0192,2024-10-16 09:10:43,10.99,USD,MetroWater,ENTERTAINMENT,CARD,APPROVED
T0002253,C0208,2025-06-26 06:39:39,2285.32,USD,PowerGrid,TRAVEL,MOBILE_WALLET,APPROVED
T0002254,C0161,2024-12-01 20:09:57,1173.05,USD,Acme Mart,ONLINE_SHOPPING,ACH,PENDING
T0002255,C0108,2024-11-09 15:28:05,30.6,USD,OnlineHub,SUBSCRIPTION,ACH,APPROVED
T0002256,C0065,2024-12-31 03:29:54,119.31,USD,DineTime,DINING,MOBILE_WALLET,APPROVED
T0002257,C0098,2024-12-10 12:59:37,751.42,USD,HealthPlus,ONLINE_SHOPPING,WIRE,APPROVED
T0002258,C0121,2025-07-29 00:35:53,1620.83,USD,OnlineHub,TRAVEL,ACH,APPROVED
T0002259,C0177,2024-02-14 07:27:44,1047.66,USD,CityRentals,RENT,ACH,APPROVED
T0002260,C0120,2025-07-15 16:03:59,162.82,USD,SkyTravel,ENTERTAINMENT,CARD,APPROVED
T0002261,C0184,2024-02-07 09:20:14,103.88,USD,HealthPlus,UTILITIES,ACH,APPROVED
T0002262,C0003,2024-08-02 03:24:12,35.69,USD,StreamFlix,SUBSCRIPTION,MOBILE_WALLET,DECLINED
T0002263,C0088,2025-07-03 22:54:18,1854.73,USD,SkyTravel,TRAVEL,WIRE,APPROVED
T0002264,C0241,2025-12-13 00:13:53,180.3,USD,StreamFlix,TRAVEL,MOBILE_WALLET,APPROVED
T0002265,C0238,2024-04-12 03:13:47,981.39,USD,HealthPlus,ONLINE_SHOPPING,CASH,DECLINED
T0002266,C0129,2025-12-14 12:42:18,22.2,USD,MetroWater,SUBSCRIPTION,WIRE,APPROVED
T0002267,C0240,2024-04-09 22:50:09,1132.46,USD,PowerGrid,HEALTHCARE,ACH,APPROVED
T0002268,C0147,2024-08-27 01:38:45,168.49,USD,HealthPlus,GROCERY,ACH,APPROVED
T0002269,C0188,2025-04-16 02:13:51,94.43,USD,HealthPlus,UTILITIES,ACH,APPROVED
T0002270,C0170,2024-07-28 13:20:56,274.62,USD,CityRentals,ONLINE_SHOPPING,CARD,APPROVED
T0002271,C0161,2024-06-11 17:14:52,167.78,USD,DineTime,DINING,ACH,APPROVED
T0002272,C0097,2025-03-06 03:57:04,46.99,USD,Acme Mart,GROCERY,MOBILE_WALLET,APPROVED
T0002273,C0022,2024-08-22 06:03:02,100.48,USD,CityRentals,UTILITIES,CASH,APPROVED
T0002274,C0069,2025-08-22 12:01:00,109.92,USD,PowerGrid,FUEL,MOBILE_WALLET,DECLINED
T0002275,C0227,2024-08-08 16:20:59,193.09,USD,MetroWater,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0002276,C0109,2025-09-12 07:47:48,252.16,USD,OnlineHub,UTILITIES,WIRE,APPROVED
T0002277,C0238,2025-04-21 03:18:50,53.09,USD,StreamFlix,GROCERY,CASH,APPROVED
T0002278,C0224,2025-12-18 19:25:32,13.65,USD,CityRentals,SUBSCRIPTION,CARD,APPROVED
T0002279,C0244,2024-05-18 01:55:24,2144.16,USD,DineTime,RENT,MOBILE_WALLET,APPROVED
T0002280,C0133,2024-02-21 18:30:39,224.83,USD,HealthPlus,UTILITIES,ACH,APPROVED
T0002281,C0220,2024-03-26 12:20:48,45.78,USD,SkyTravel,SUBSCRIPTION,ACH,APPROVED
T0002282,C0135,2024-07-01 01:36:09,23.1,USD,StreamFlix,FUEL,WIRE,APPROVED
T0002283,C0110,2024-08-13 23:09:54,1021.04,USD,HealthPlus,ONLINE_SHOPPING,ACH,APPROVED
T0002284,C0023,2025-10-11 19:54:20,30.7,USD,OnlineHub,FUEL,CARD,APPROVED
T0002285,C0021,2024-01-12 00:59:41,696.74,USD,StreamFlix,HEALTHCARE,WIRE,APPROVED
T0002286,C0199,2025-10-14 21:19:47,216.41,USD,Acme Mart,GROCERY,CARD,APPROVED
T0002287,C0021,2025-07-05 23:34:35,2451.1,USD,OnlineHub,RENT,CARD,APPROVED
T0002288,C0096,2024-12-27 11:23:25,197.93,USD,MetroWater,GROCERY,CARD,APPROVED
T0002289,C0098,2024-09-24 05:47:56,2707.25,USD,PowerGrid,RENT,WIRE,APPROVED
T0002290,C0022,2024-10-21 17:52:54,123.79,USD,MetroWater,FUEL,MOBILE_WALLET,APPROVED
T0002291,C0134,2024-02-13 11:26:11,1161.39,USD,StreamFlix,RENT,MOBILE_WALLET,APPROVED
T0002292,C0098,2025-09-05 01:46:43,53.26,USD,DineTime,ONLINE_SHOPPING,CASH,APPROVED
T0002293,C0001,2024-03-31 13:09:38,177.73,USD,DineTime,DINING,WIRE,APPROVED
T0002294,C0186,2024-05-05 08:35:07,48.51,USD,CityRentals,FUEL,CASH,APPROVED
T0002295,C0106,2025-01-13 01:47:02,323.13,USD,PowerGrid,UTILITIES,ACH,PENDING
T0002296,C0094,2025-07-19 01:26:01,165.21,USD,MetroWater,DINING,CASH,APPROVED
T0002297,C0161,2025-09-20 20:19:32,68.38,USD,HealthPlus,ONLINE_SHOPPING,ACH,APPROVED
T0002298,C0118,2025-06-22 06:43:37,31.63,USD,Acme Mart,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0002299,C0033,2024-09-15 19:14:41,945.71,USD,Acme Mart,RENT,CARD,APPROVED
T0002300,C0032,2024-09-21 23:26:21,138.13,USD,Acme Mart,FUEL,WIRE,APPROVED
T0002301,C0046,2025-01-22 06:50:00,142.78,USD,OnlineHub,FUEL,ACH,APPROVED
T0002302,C0136,2024-05-24 14:33:59,1759.3,USD,HealthPlus,RENT,ACH,APPROVED
T0002303,C0159,2025-11-13 11:11:44,146.57,USD,PowerGrid,DINING,MOBILE_WALLET,APPROVED
T0002304,C0105,2024-05-13 13:24:28,35.93,USD,HealthPlus,DINING,CASH,APPROVED
T0002305,C0185,2024-09-14 02:59:29,70.32,USD,SkyTravel,FUEL,WIRE,PENDING
T0002306,C0119,2025-01-17 10:34:51,206.4,USD,StreamFlix,GROCERY,CASH,APPROVED
T0002307,C0222,2025-11-30 06:48:24,50.71,USD,HealthPlus,GROCERY,WIRE,APPROVED
T0002308,C0076,2024-11-11 14:58:15,2879.69,USD,Acme Mart,TRAVEL,CARD,APPROVED
T0002309,C0203,2025-06-27 18:23:39,173.3,USD,PowerGrid,DINING,MOBILE_WALLET,PENDING
T0002310,C0235,2025-12-15 18:14:23,194.15,USD,SkyTravel,GROCERY,WIRE,APPROVED
T0002311,C0133,2024-05-17 16:57:17,335.56,USD,StreamFlix,UTILITIES,WIRE,APPROVED
T0002312,C0157,2025-10-16 02:05:39,170.05,USD,FuelGo,GROCERY,CARD,APPROVED
T0002313,C0219,2024-12-29 07:04:31,51.57,USD,HealthPlus,DINING,ACH,PENDING
T0002314,C0213,2024-08-15 05:08:55,46.08,USD,FuelGo,FUEL,CARD,APPROVED
T0002315,C0207,2024-05-06 19:49:12,1016.14,USD,MetroWater,RENT,CASH,APPROVED
T0002316,C0013,2025-11-26 07:12:30,78.17,USD,HealthPlus,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0002317,C0127,2025-02-20 01:15:55,447.39,USD,FuelGo,TRAVEL,ACH,APPROVED
T0002318,C0186,2024-12-01 14:10:31,3094.91,USD,MetroWater,RENT,MOBILE_WALLET,APPROVED
T0002319,C0025,2025-06-21 00:18:18,1153.08,USD,DineTime,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0002320,C0003,2024-12-08 15:06:37,99.31,USD,Acme Mart,UTILITIES,CARD,APPROVED
T0002321,C0029,2024-09-07 13:44:12,27.91,USD,MetroWater,FUEL,MOBILE_WALLET,DECLINED
T0002322,C0086,2025-09-02 04:21:29,766.02,USD,OnlineHub,ONLINE_SHOPPING,WIRE,APPROVED
T0002323,C0246,2025-09-16 12:35:23,275.42,USD,MetroWater,ENTERTAINMENT,ACH,APPROVED
T0002324,C0035,2025-06-22 23:16:32,23.68,USD,MetroWater,GROCERY,CARD,APPROVED
T0002325,C0198,2025-02-10 19:17:33,26.51,USD,PowerGrid,SUBSCRIPTION,WIRE,APPROVED
T0002326,C0123,2025-02-21 07:05:20,1258.72,USD,MetroWater,HEALTHCARE,ACH,APPROVED
T0002327,C0044,2024-03-16 08:44:35,377.81,USD,MetroWater,UTILITIES,MOBILE_WALLET,APPROVED
T0002328,C0116,2024-02-07 10:42:08,70.36,USD,DineTime,DINING,CARD,APPROVED
T0002329,C0034,2024-12-11 08:39:09,85.05,USD,Acme Mart,FUEL,WIRE,APPROVED
T0002330,C0127,2024-04-29 04:41:20,131.46,USD,Acme Mart,ENTERTAINMENT,MOBILE_WALLET,APPROVED
T0002331,C0110,2024-07-27 13:09:19,235.02,USD,HealthPlus,GROCERY,CARD,APPROVED
T0002332,C0100,2025-12-02 16:35:20,265.94,USD,SkyTravel,ENTERTAINMENT,CARD,APPROVED
T0002333,C0019,2024-08-11 09:14:55,1411.06,USD,HealthPlus,HEALTHCARE,CARD,PENDING
T0002334,C0230,2025-03-22 20:49:38,540.14,USD,DineTime,HEALTHCARE,MOBILE_WALLET,APPROVED
T0002335,C0028,2025-10-21 05:11:30,753.52,USD,OnlineHub,ONLINE_SHOPPING,CASH,APPROVED
T0002336,C0160,2024-02-11 04:13:01,2952.56,USD,StreamFlix,TRAVEL,WIRE,APPROVED
T0002337,C0062,2024-07-17 12:28:26,179.79,USD,Acme Mart,DINING,MOBILE_WALLET,PENDING
T0002338,C0077,2024-02-17 07:43:02,1456.82,USD,PowerGrid,TRAVEL,MOBILE_WALLET,APPROVED
T0002339,C0060,2025-01-14 16:26:23,925.62,USD,SkyTravel,HEALTHCARE,CARD,APPROVED
T0002340,C0177,2025-08-01 21:08:52,153.39,USD,Acme Mart,GROCERY,MOBILE_WALLET,APPROVED
T0002341,C0182,2024-01-17 16:29:49,2727.89,USD,StreamFlix,RENT,MOBILE_WALLET,APPROVED
T0002342,C0066,2025-09-30 22:47:26,65.55,USD,DineTime,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0002343,C0108,2025-10-19 22:00:54,47.95,USD,DineTime,SUBSCRIPTION,WIRE,APPROVED
T0002344,C0195,2024-10-29 05:17:09,60.95,USD,OnlineHub,SUBSCRIPTION,CARD,DECLINED
T0002345,C0138,2025-08-01 03:44:53,873.13,USD,MetroWater,HEALTHCARE,ACH,APPROVED
T0002346,C0076,2024-07-18 06:22:33,194.21,USD,StreamFlix,GROCERY,MOBILE_WALLET,APPROVED
T0002347,C0228,2025-03-16 14:43:00,369.65,USD,HealthPlus,TRAVEL,WIRE,APPROVED
T0002348,C0145,2024-01-24 20:18:46,144.49,USD,Acme Mart,FUEL,CASH,APPROVED
T0002349,C0122,2024-02-01 23:22:19,171.24,USD,SkyTravel,UTILITIES,CASH,APPROVED
T0002350,C0114,2024-08-21 18:55:56,304.73,USD,StreamFlix,UTILITIES,MOBILE_WALLET,DECLINED
T0002351,C0156,2025-06-16 05:02:36,1011.05,USD,MetroWater,TRAVEL,WIRE,APPROVED
T0002352,C0169,2025-02-21 04:17:20,115.98,USD,StreamFlix,FUEL,CARD,DECLINED
T0002353,C0037,2024-05-30 14:47:25,50.75,USD,FuelGo,SUBSCRIPTION,CARD,APPROVED
